,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor
250,ATI Radeon 9700,1,2002-07-01,150.0,37.0,215.0,110.0,275.0,7.0,1.0
251,ATI FireGL 9700 X1-256p,1,2002-07-01,150.0,37.0,215.0,110.0,324.0,7.0,1.0
252,ATI Radeon 9700 PRO,1,2002-07-01,150.0,81.35998107852413,215.0,110.0,325.0,7.0,1.0
253,ATI Radeon 9000 PRO,1,2002-07-18,150.0,28.0,97.0,36.0,275.0,7.0,1.0
254,AMD Athlon XP 2400+,0,2002-08-21,130.0,68.0,80.0,63.0,2000.0,9.0,0.0
255,AMD Athlon XP 2600+,0,2002-08-21,130.0,68.0,80.0,37.0,2083.0,9.0,0.0
256,AMD Athlon XP 2400+,0,2002-08-21,130.0,65.0,80.0,37.0,2000.0,9.0,0.0
257,Intel Pentium 4 2.66,0,2002-08-25,130.0,110.0,146.0,55.0,2660.0,2.0,2.0
258,Intel Pentium 4 2.80,0,2002-08-25,130.0,110.0,146.0,55.0,2793.0,2.0,2.0
259,Intel Pentium 4 2.60,0,2002-08-25,130.0,92.0,146.0,55.0,2600.0,2.0,2.0
260,ATI Mobility Radeon 9000,1,2002-09-01,150.0,81.35998107852413,81.0,36.0,240.0,8.0,1.0
261,ATI Mobility Radeon 9000,1,2002-09-01,150.0,81.35998107852413,81.0,36.0,240.0,8.0,1.0
262,ATI Mobility Radeon 9000,1,2002-09-01,150.0,81.35998107852413,81.0,36.0,240.0,8.0,1.0
263,Intel Xeon 2.8,0,2002-09-11,130.0,89.0,217.0,55.0,2790.0,2.0,2.0
264,Intel Pentium 4-M 2.20,0,2002-09-16,130.0,35.0,131.0,55.0,2200.0,2.0,2.0
265,Intel Celeron 2.0,0,2002-09-18,130.0,73.0,146.0,55.0,2000.0,2.0,2.0
266,Intel Celeron 2.0,0,2002-09-18,130.0,73.0,146.0,55.0,2000.0,2.0,2.0
267,NVIDIA GeForce4 MX 440-8x,1,2002-09-25,150.0,81.35998107852413,65.0,29.0,275.0,7.0,3.0
268,NVIDIA GeForce4 MX 440-8x,1,2002-09-25,150.0,81.35998107852413,65.0,29.0,275.0,7.0,3.0
269,AMD Athlon XP 2700+,0,2002-10-01,130.0,68.0,80.0,37.0,2167.0,9.0,0.0
270,ATI FireGL 9500 Z1-128,1,2002-10-01,150.0,81.35998107852413,215.0,110.0,325.0,7.0,1.0
271,AMD Athlon XP 2600+,0,2002-10-01,130.0,68.0,80.0,37.0,2133.0,9.0,0.0
272,AMD Athlon XP 2800+,0,2002-10-01,130.0,74.0,80.0,37.0,2250.0,9.0,0.0
273,ATI Radeon 9500 PRO,1,2002-10-01,150.0,81.35998107852413,215.0,110.0,275.0,7.0,1.0
274,NVIDIA GeForce4 MX + nForce2,1,2002-10-01,150.0,81.35998107852413,65.0,29.0,200.0,9.0,3.0
275,ATI Radeon IGP 320M,1,2002-10-05,180.0,81.35998107852413,73.0,30.0,160.0,9.0,1.0
276,ATI Radeon IGP 340,1,2002-10-05,180.0,81.35998107852413,73.0,30.0,183.0,9.0,1.0
277,ATI Radeon IGP 350M,1,2002-10-05,180.0,81.35998107852413,73.0,30.0,183.0,9.0,1.0
278,ATI Radeon IGP 340M,1,2002-10-05,180.0,81.35998107852413,73.0,30.0,183.0,9.0,1.0
279,ATI Radeon IGP 345M,1,2002-10-05,180.0,81.35998107852413,73.0,30.0,183.0,9.0,1.0
280,ATI Radeon IGP 320,1,2002-10-05,180.0,81.35998107852413,73.0,30.0,160.0,9.0,1.0
281,NVIDIA GeForce4 460 Go,1,2002-10-14,150.0,81.35998107852413,65.0,29.0,250.0,7.0,3.0
282,AMD Athlon XP-M 2200+,0,2002-11-11,130.0,45.0,101.0,63.0,1800.0,9.0,0.0
283,NVIDIA Quadro4 380 XGL,1,2002-11-12,150.0,81.35998107852413,65.0,29.0,275.0,7.0,3.0
284,NVIDIA Quadro4 580 XGL,1,2002-11-12,150.0,81.35998107852413,65.0,29.0,300.0,7.0,3.0
285,NVIDIA Quadro4 980 XGL,1,2002-11-12,150.0,81.35998107852413,101.0,36.0,300.0,7.0,3.0
286,NVIDIA GeForce4 Go 4200,1,2002-11-14,150.0,81.35998107852413,101.0,36.0,200.0,7.0,3.0
287,Intel Xeon 2.66,0,2002-11-18,130.0,89.0,217.0,55.0,2660.0,2.0,2.0
288,Intel Celeron 2.10,0,2002-11-20,130.0,73.0,146.0,55.0,2100.0,2.0,2.0
289,Intel Celeron 2.20,0,2002-11-20,130.0,73.0,146.0,55.0,2200.0,2.0,2.0
290,Intel Pentium 4-M 2.40,0,2003-01-14,130.0,35.0,131.0,55.0,2400.0,2.0,2.0
291,NVIDIA Quadro FX 2000,1,2003-01-21,130.0,81.35998107852413,199.0,125.0,400.0,7.0,3.0
292,NVIDIA Quadro FX 1000,1,2003-01-21,130.0,81.35998107852413,199.0,125.0,300.0,7.0,3.0
293,ATI All-In-Wonder 9700 PRO,1,2003-01-22,150.0,81.35998107852413,215.0,110.0,325.0,7.0,1.0
294,AMD Athlon XP 2500+ DTR,0,2003-02-10,130.0,68.0,101.0,63.0,1833.0,9.0,0.0
295,AMD Athlon XP 2500+,0,2003-02-10,130.0,68.0,101.0,63.0,1833.0,9.0,0.0
296,NVIDIA GeForce4 Ti 4800 SE,1,2003-02-16,150.0,81.35998107852413,101.0,36.0,275.0,7.0,3.0
297,ATI Radeon 9200 SE PCI,1,2003-03-01,150.0,28.0,98.0,36.0,200.0,8.0,1.0
298,ATI Mobility Radeon 9200,1,2003-03-01,150.0,81.35998107852413,81.0,36.0,200.0,8.0,1.0
299,NVIDIA GeForce FX Go5600,1,2003-03-01,130.0,81.35998107852413,121.0,80.0,275.0,7.0,3.0
300,ATI FireGL 9800 X2-256,1,2003-03-01,150.0,81.35998107852413,218.0,117.0,380.0,7.0,1.0
301,NVIDIA GeForce FX Go5250,1,2003-03-01,150.0,81.35998107852413,124.0,45.0,250.0,7.0,3.0
302,NVIDIA GeForce FX Go5200,1,2003-03-01,150.0,81.35998107852413,124.0,45.0,200.0,7.0,3.0
303,ATI Radeon 9200 SE,1,2003-03-01,150.0,28.0,98.0,36.0,200.0,8.0,1.0
304,ATI Radeon 9550 SE,1,2003-03-01,130.0,81.35998107852413,76.0,60.0,250.0,7.0,1.0
305,ATI Radeon 9800,1,2003-03-01,150.0,37.0,215.0,117.0,325.0,7.0,1.0
306,ATI Radeon 9800 PRO,1,2003-03-01,150.0,47.0,215.0,117.0,380.0,7.0,1.0
307,NVIDIA GeForce FX Go5200 32M,1,2003-03-01,150.0,81.35998107852413,124.0,45.0,200.0,7.0,3.0
308,ATI Radeon 9500,1,2003-03-01,150.0,12.0,215.0,110.0,275.0,7.0,1.0
309,NVIDIA GeForce FX Go5300,1,2003-03-01,150.0,81.35998107852413,124.0,45.0,275.0,7.0,3.0
310,ATI Mobility Radeon 9200,1,2003-03-01,150.0,81.35998107852413,81.0,36.0,250.0,8.0,1.0
311,NVIDIA GeForce FX Go5350,1,2003-03-01,150.0,81.35998107852413,124.0,45.0,275.0,7.0,3.0
312,NVIDIA GeForce FX Go5650,1,2003-03-01,130.0,81.35998107852413,121.0,80.0,325.0,7.0,3.0
313,NVIDIA GeForce FX Go5200 NPB 32M,1,2003-03-01,150.0,81.35998107852413,91.0,45.0,200.0,7.0,3.0
314,ATI Radeon 9800 SE,1,2003-03-01,150.0,81.35998107852413,215.0,117.0,378.0,7.0,1.0
315,NVIDIA GeForce FX Go5200,1,2003-03-01,150.0,81.35998107852413,91.0,45.0,200.0,7.0,3.0
316,ATI Mobility Radeon 7000 IGP,1,2003-03-01,180.0,81.35998107852413,97.0,30.0,183.0,9.0,1.0
317,ATI Radeon 9800 SE,1,2003-03-01,150.0,81.35998107852413,215.0,117.0,331.0,7.0,1.0
318,NVIDIA GeForce FX Go5100,1,2003-03-01,150.0,81.35998107852413,124.0,45.0,200.0,7.0,3.0
319,NVIDIA GeForce FX Go5200 64M,1,2003-03-01,150.0,81.35998107852413,91.0,45.0,250.0,7.0,3.0
320,NVIDIA GeForce FX Go5200 NPB 64M,1,2003-03-01,150.0,81.35998107852413,91.0,45.0,250.0,7.0,3.0
321,NVIDIA GeForce FX 5200 Rev. 2,1,2003-03-06,150.0,81.35998107852413,91.0,45.0,250.0,7.0,3.0
322,NVIDIA GeForce FX 5200 Ultra Mac Edition,1,2003-03-06,150.0,81.35998107852413,124.0,45.0,325.0,7.0,3.0
323,NVIDIA GeForce FX 5600,1,2003-03-06,130.0,37.0,121.0,80.0,325.0,7.0,3.0
324,NVIDIA GeForce FX 5200,1,2003-03-06,150.0,81.35998107852413,65.0,29.0,250.0,7.0,3.0
325,NVIDIA GeForce FX 5200 PCI,1,2003-03-06,150.0,81.35998107852413,91.0,45.0,250.0,7.0,3.0
326,NVIDIA GeForce FX 5200 Ultra,1,2003-03-06,150.0,81.35998107852413,124.0,45.0,325.0,7.0,3.0
327,NVIDIA GeForce FX 5800 Ultra,1,2003-03-06,130.0,81.35998107852413,199.0,125.0,500.0,7.0,3.0
328,NVIDIA GeForce FX 5800,1,2003-03-06,130.0,44.0,199.0,125.0,400.0,7.0,3.0
329,NVIDIA GeForce FX 5200,1,2003-03-06,150.0,81.35998107852413,124.0,45.0,250.0,7.0,3.0
330,NVIDIA GeForce FX 5100,1,2003-03-06,150.0,81.35998107852413,124.0,45.0,200.0,7.0,3.0
331,Intel Xeon 3.06,0,2003-03-10,130.0,89.0,217.0,55.0,3066.0,2.0,2.0
332,Intel Pentium M 1.40,0,2003-03-12,130.0,24.0,100.0,77.0,1400.0,2.0,2.0
333,Intel Pentium M 1.60,0,2003-03-12,130.0,24.0,100.0,77.0,1600.0,2.0,2.0
334,Intel Pentium M 1.50,0,2003-03-12,130.0,24.0,100.0,77.0,1500.0,2.0,2.0
335,Intel Pentium M 1.30,0,2003-03-12,130.0,24.0,100.0,77.0,1300.0,2.0,2.0
336,NVIDIA GeForce4 Ti 4800,1,2003-03-15,150.0,81.35998107852413,101.0,36.0,300.0,7.0,3.0
337,NVIDIA GeForce4 Ti 4800,1,2003-03-15,150.0,81.35998107852413,101.0,36.0,300.0,7.0,3.0
338,NVIDIA GeForce FX 5600 XT,1,2003-03-17,130.0,81.35998107852413,121.0,80.0,235.0,7.0,3.0
339,NVIDIA GeForce FX 5600 XT PCI,1,2003-03-17,130.0,81.35998107852413,121.0,80.0,235.0,7.0,3.0
340,NVIDIA GeForce FX 5200 LE,1,2003-03-17,150.0,81.35998107852413,124.0,45.0,250.0,7.0,3.0
341,NVIDIA GeForce FX 5600 Ultra,1,2003-03-17,130.0,81.35998107852413,121.0,80.0,400.0,7.0,3.0
342,NVIDIA GeForce PCX 5900,1,2003-03-17,130.0,81.35998107852413,207.0,135.0,350.0,7.0,3.0
343,Intel Celeron 2.40,0,2003-03-31,130.0,73.0,146.0,55.0,2400.0,2.0,2.0
344,ATI All-In-Wonder 9000 PRO,1,2003-03-31,150.0,81.35998107852413,97.0,36.0,275.0,7.0,1.0
345,Intel Celeron 2.30,0,2003-03-31,130.0,73.0,146.0,55.0,2300.0,2.0,2.0
346,ATI Radeon 9100 PCI,1,2003-04-01,150.0,81.35998107852413,120.0,60.0,250.0,7.0,1.0
347,ATI All-In-Wonder 9600 PRO,1,2003-04-01,130.0,81.35998107852413,76.0,60.0,398.0,7.0,1.0
348,ATI Radeon 9100,1,2003-04-01,150.0,28.0,120.0,60.0,250.0,7.0,1.0
349,Intel Pentium 4 HT 3.00,0,2003-04-14,130.0,82.0,131.0,55.0,3000.0,2.0,2.0
350,Intel Pentium 4-M 2.50,0,2003-04-16,130.0,35.0,131.0,55.0,2500.0,2.0,2.0
351,AMD Opteron 240,0,2003-04-22,130.0,85.0,193.0,106.0,1400.0,9.0,0.0
352,AMD Opteron 244,0,2003-04-22,130.0,85.0,193.0,106.0,1800.0,9.0,0.0
353,AMD Opteron 242,0,2003-04-22,130.0,85.0,193.0,106.0,1600.0,9.0,0.0
354,ATI Radeon 9200 PCI,1,2003-05-01,150.0,28.0,98.0,36.0,250.0,8.0,1.0
355,ATI Mobility Radeon 9000 IGP,1,2003-05-01,150.0,81.35998107852413,92.0,76.0,300.0,9.0,1.0
356,ATI Radeon 9200,1,2003-05-01,150.0,28.0,98.0,36.0,250.0,8.0,1.0
357,ATI Radeon 9200 PRO,1,2003-05-01,150.0,28.0,98.0,36.0,240.0,8.0,1.0
358,ATI Mobility Radeon 9000 IGP,1,2003-05-01,150.0,81.35998107852413,92.0,76.0,222.0,9.0,1.0
359,ATI Radeon 9200 LE,1,2003-05-01,150.0,28.0,98.0,36.0,250.0,8.0,1.0
360,ATI Mobility Radeon 9000 IGP,1,2003-05-01,150.0,81.35998107852413,92.0,76.0,300.0,9.0,1.0
361,NVIDIA GeForce FX 5900,1,2003-05-12,130.0,81.35998107852413,207.0,135.0,400.0,7.0,3.0
362,NVIDIA GeForce FX 5900 XT,1,2003-05-12,130.0,35.0,207.0,135.0,400.0,7.0,3.0
363,NVIDIA GeForce FX 5900 ZT,1,2003-05-12,130.0,81.35998107852413,207.0,135.0,325.0,7.0,3.0
364,Intel Pentium 4 HT 2.40,0,2003-05-21,130.0,66.0,131.0,55.0,2400.0,2.0,2.0
365,Intel Pentium 4 HT 2.60,0,2003-05-21,130.0,69.0,131.0,55.0,2600.0,2.0,2.0
366,Intel Pentium 4 HT 2.80,0,2003-05-21,130.0,70.0,131.0,55.0,2800.0,2.0,2.0
367,NVIDIA Quadro FX 500,1,2003-05-21,150.0,81.35998107852413,124.0,45.0,270.0,7.0,3.0
368,Intel Pentium 4 HT 3.06,0,2003-06-01,130.0,110.0,146.0,55.0,3060.0,2.0,2.0
369,Intel Pentium M 1.70,0,2003-06-02,130.0,24.0,100.0,77.0,1700.0,2.0,2.0
370,NVIDIA Quadro4 700 Go GL,1,2003-06-05,150.0,81.35998107852413,101.0,36.0,199.0,7.0,3.0
371,Intel Mobile Pentium 4 2.40,0,2003-06-11,130.0,60.0,131.0,55.0,2400.0,2.0,2.0
372,Intel Mobile Pentium 4 3.06,0,2003-06-11,130.0,70.0,131.0,55.0,3067.0,2.0,2.0
373,Intel Mobile Pentium 4 2.66,0,2003-06-11,130.0,66.0,131.0,55.0,2667.0,2.0,2.0
374,Intel Mobile Pentium 4 2.80,0,2003-06-11,130.0,68.0,131.0,55.0,2800.0,2.0,2.0
375,Intel Pentium 4-M 2.60,0,2003-06-11,130.0,35.0,131.0,55.0,2600.0,2.0,2.0
376,ATI All-In-Wonder 9800 PRO,1,2003-06-16,150.0,81.35998107852413,215.0,117.0,378.0,7.0,1.0
377,ATI Mobility Radeon 9100 PRO IGP,1,2003-06-23,150.0,81.35998107852413,92.0,76.0,300.0,9.0,1.0
378,ATI Mobility Radeon 9100 IGP,1,2003-06-23,150.0,81.35998107852413,92.0,76.0,300.0,9.0,1.0
379,Intel Pentium 4 HT 3.20,0,2003-06-23,130.0,82.0,131.0,55.0,3200.0,2.0,2.0
380,Intel Celeron 2.60,0,2003-06-25,130.0,73.0,146.0,55.0,2600.0,2.0,2.0
381,NVIDIA Quadro FX Go700,1,2003-06-25,130.0,81.35998107852413,121.0,80.0,295.0,7.0,3.0
382,AMD Opteron 840,0,2003-06-30,130.0,85.0,193.0,106.0,1400.0,9.0,0.0
383,AMD Opteron 140,0,2003-06-30,130.0,85.0,193.0,106.0,1400.0,9.0,0.0
384,AMD Opteron 142,0,2003-06-30,130.0,85.0,193.0,106.0,1600.0,9.0,0.0
385,AMD Opteron 842,0,2003-06-30,130.0,85.0,193.0,106.0,1600.0,9.0,0.0
386,AMD Opteron 144,0,2003-06-30,130.0,85.0,193.0,106.0,1800.0,9.0,0.0
387,AMD Opteron 844,0,2003-06-30,130.0,85.0,193.0,106.0,1800.0,9.0,0.0
388,Intel Xeon 3.06,0,2003-07-14,130.0,97.0,237.0,286.0,3066.0,2.0,2.0
389,Intel Xeon 3.06,0,2003-07-14,130.0,97.0,237.0,286.0,3066.0,2.0,2.0
390,NVIDIA Quadro FX 3000,1,2003-07-22,130.0,81.35998107852413,207.0,135.0,400.0,7.0,3.0
391,NVIDIA Quadro FX 3000G,1,2003-07-22,130.0,81.35998107852413,207.0,135.0,400.0,7.0,3.0
392,AMD Mobile Athlon 64 2800+,0,2003-08-01,130.0,82.0,193.0,106.0,1800.0,9.0,0.0
393,AMD Mobile Athlon 64 3000+,0,2003-08-01,130.0,82.0,193.0,106.0,1800.0,9.0,0.0
394,AMD Mobile Athlon 64 3200+,0,2003-08-01,130.0,82.0,193.0,106.0,2000.0,9.0,0.0
395,AMD Opteron 246,0,2003-08-05,130.0,89.0,193.0,106.0,2000.0,9.0,0.0
396,AMD Opteron 240,0,2003-08-05,130.0,82.0,193.0,106.0,1400.0,9.0,0.0
397,AMD Opteron 242,0,2003-08-05,130.0,82.0,193.0,106.0,1600.0,9.0,0.0
398,AMD Opteron 244,0,2003-08-05,130.0,82.0,193.0,106.0,1800.0,9.0,0.0
399,AMD Athlon XP 2200+,0,2003-09-01,130.0,63.0,193.0,63.0,1800.0,9.0,0.0
400,AMD Athlon XP 2400+,0,2003-09-01,130.0,68.0,193.0,63.0,2000.0,9.0,0.0
401,AMD Athlon XP 2000+,0,2003-09-01,130.0,60.0,193.0,63.0,1667.0,9.0,0.0
402,AMD Athlon XP 2400+,0,2003-09-01,130.0,68.0,193.0,63.0,2000.0,9.0,0.0
403,AMD Athlon XP 2600+,0,2003-09-01,130.0,68.0,193.0,63.0,2133.0,9.0,0.0
404,AMD Athlon XP 2200+,0,2003-09-01,130.0,63.0,193.0,63.0,1800.0,9.0,0.0
405,AMD Athlon XP 2600+,0,2003-09-01,130.0,68.0,193.0,63.0,2083.0,9.0,0.0
406,AMD Athlon XP 2000+,0,2003-09-01,130.0,60.0,193.0,63.0,1667.0,9.0,0.0
407,AMD Opteron 846,0,2003-09-09,130.0,89.0,193.0,106.0,2000.0,9.0,0.0
408,AMD Opteron 840,0,2003-09-09,130.0,82.0,193.0,106.0,1400.0,9.0,0.0
409,AMD Opteron 142,0,2003-09-09,130.0,82.0,193.0,106.0,1600.0,9.0,0.0
410,AMD Opteron 844,0,2003-09-09,130.0,82.0,193.0,106.0,1800.0,9.0,0.0
411,AMD Opteron 140,0,2003-09-09,130.0,82.0,193.0,106.0,1400.0,9.0,0.0
412,AMD Opteron 144,0,2003-09-09,130.0,82.0,193.0,106.0,1800.0,9.0,0.0
413,AMD Opteron 146,0,2003-09-09,130.0,89.0,193.0,106.0,2000.0,9.0,0.0
414,AMD Opteron 842,0,2003-09-09,130.0,82.0,193.0,106.0,1600.0,9.0,0.0
415,ATI All-In-Wonder 9800 SE,1,2003-09-10,150.0,81.35998107852413,215.0,117.0,378.0,7.0,1.0
416,XGI Volari Duo V8 Ultra,1,2003-09-15,130.0,81.35998107852413,215.0,110.0,350.0,8.0,4.0
417,XGI Volari V3,1,2003-09-15,130.0,81.35998107852413,215.0,25.0,200.0,8.0,4.0
418,XGI Volari V3 XT,1,2003-09-15,130.0,81.35998107852413,215.0,25.0,250.0,8.0,4.0
419,XGI Volari Duo V5 Ultra,1,2003-09-15,130.0,81.35998107852413,215.0,90.0,350.0,8.0,4.0
420,XGI Volari V8,1,2003-09-15,130.0,81.35998107852413,215.0,110.0,300.0,8.0,4.0
421,XGI Volari V8 Ultra,1,2003-09-15,130.0,81.35998107852413,215.0,110.0,350.0,8.0,4.0
422,XGI Volari V8 Ultra,1,2003-09-15,130.0,81.35998107852413,215.0,110.0,350.0,8.0,4.0
423,XGI Volari Duo V8 Ultra,1,2003-09-15,130.0,81.35998107852413,215.0,110.0,350.0,8.0,4.0
424,XGI Volari V5 Ultra,1,2003-09-15,130.0,81.35998107852413,215.0,90.0,350.0,8.0,4.0
425,XGI Volari Duo V5 Ultra,1,2003-09-15,130.0,81.35998107852413,215.0,90.0,350.0,8.0,4.0
426,XGI Volari V5,1,2003-09-15,130.0,81.35998107852413,215.0,90.0,325.0,8.0,4.0
427,XGI Volari V8,1,2003-09-15,130.0,81.35998107852413,215.0,110.0,300.0,8.0,4.0
428,XGI Volari V5,1,2003-09-15,130.0,81.35998107852413,215.0,90.0,325.0,8.0,4.0
429,XGI Volari V5 Ultra,1,2003-09-15,130.0,81.35998107852413,215.0,90.0,350.0,8.0,4.0
430,Intel Mobile Pentium 4 HT 2.80,0,2003-09-23,130.0,68.0,131.0,55.0,2800.0,2.0,2.0
431,Intel Mobile Pentium 4 HT 2.66,0,2003-09-23,130.0,66.0,131.0,55.0,2667.0,2.0,2.0
432,AMD Athlon 64 FX-51,0,2003-09-23,130.0,89.0,193.0,105.0,2200.0,9.0,0.0
433,Intel Mobile Pentium 4 HT 3.06,0,2003-09-23,130.0,70.0,131.0,55.0,3067.0,2.0,2.0
434,Intel Mobile Pentium 4 HT 3.20,0,2003-09-23,130.0,76.0,131.0,55.0,3200.0,2.0,2.0
435,AMD Athlon 64 3200+,0,2003-09-23,130.0,89.0,193.0,105.0,2000.0,9.0,0.0
436,Intel Celeron 2.70,0,2003-09-24,130.0,73.0,146.0,55.0,2700.0,2.0,2.0
437,ATI FireGL 9800 X2-256T,1,2003-10-01,150.0,81.35998107852413,218.0,117.0,412.0,7.0,1.0
438,ATI Radeon 9550,1,2003-10-01,130.0,81.35998107852413,76.0,60.0,250.0,7.0,1.0
439,ATI Radeon 9800 XXL,1,2003-10-01,150.0,81.35998107852413,218.0,117.0,390.0,7.0,1.0
440,ATI Radeon 9600 PRO,1,2003-10-01,130.0,18.0,76.0,60.0,400.0,7.0,1.0
441,ATI Radeon 9800 XT,1,2003-10-01,150.0,60.0,218.0,117.0,412.0,7.0,1.0
442,ATI FireGL 9600 T2-128,1,2003-10-01,130.0,81.35998107852413,76.0,60.0,398.0,7.0,1.0
443,ATI Radeon 9800 PRO,1,2003-10-01,150.0,47.0,218.0,117.0,380.0,7.0,1.0
444,ATI Radeon 9600,1,2003-10-01,130.0,12.0,76.0,60.0,324.0,7.0,1.0
445,ATI Radeon 9600 SE,1,2003-10-01,130.0,81.35998107852413,76.0,60.0,325.0,7.0,1.0
446,ATI Radeon 9600 XT,1,2003-10-01,130.0,22.0,76.0,60.0,500.0,7.0,1.0
447,ATI FireGL 9600 T2-64S,1,2003-10-01,130.0,81.35998107852413,76.0,60.0,324.0,7.0,1.0
448,Intel Xeon 3.20,0,2003-10-06,130.0,97.0,237.0,286.0,3200.0,2.0,2.0
449,ATI Radeon 9600 TX,1,2003-10-07,150.0,81.35998107852413,215.0,110.0,297.0,7.0,1.0
450,NVIDIA GeForce FX 5950 Ultra,1,2003-10-23,130.0,74.0,207.0,135.0,475.0,7.0,3.0
451,NVIDIA GeForce FX 5700,1,2003-10-23,130.0,25.0,133.0,82.0,425.0,7.0,3.0
452,NVIDIA GeForce FX 5900 Ultra,1,2003-10-23,130.0,59.0,207.0,135.0,450.0,7.0,3.0
453,NVIDIA GeForce FX 5700 Ultra,1,2003-10-23,130.0,46.0,133.0,82.0,475.0,7.0,3.0
454,NVIDIA Quadro NVS 280 PCI,1,2003-10-28,150.0,13.0,91.0,45.0,275.0,7.0,3.0
455,ATI Mobility FireGL T2,1,2003-11-01,130.0,81.35998107852413,92.0,76.0,320.0,7.0,1.0
456,Intel Pentium 4 HT EE 3.20,0,2003-11-03,130.0,110.0,237.0,178.0,3200.0,2.0,2.0
457,Intel Celeron 2.80,0,2003-11-03,130.0,73.0,146.0,55.0,2800.0,2.0,2.0
458,AMD Opteron 148,0,2003-11-17,130.0,89.0,193.0,106.0,2200.0,9.0,0.0
459,AMD Opteron 248,0,2003-11-17,130.0,89.0,193.0,106.0,2200.0,9.0,0.0
460,AMD Opteron 848,0,2003-11-17,130.0,89.0,193.0,106.0,2200.0,9.0,0.0
461,AMD Athlon XP 3100+,0,2003-12-01,130.0,68.0,193.0,63.0,2200.0,9.0,0.0
462,Intel Extreme Graphics 2,1,2003-12-03,130.0,81.35998107852413,193.0,63.0,200.0,2.0,2.0
463,ATI All-In-Wonder 9600,1,2003-12-03,130.0,81.35998107852413,76.0,60.0,324.0,7.0,1.0
464,Intel i852GM Graphics,1,2003-12-03,130.0,81.35998107852413,76.0,60.0,200.0,2.0,2.0
465,Intel Extreme Graphics 2,1,2003-12-03,130.0,81.35998107852413,76.0,60.0,200.0,2.0,2.0
466,NVIDIA GeForce4 MX 4000,1,2003-12-14,150.0,81.35998107852413,65.0,29.0,250.0,7.0,3.0
467,NVIDIA GeForce4 MX 4000 PCI,1,2003-12-14,150.0,81.35998107852413,65.0,29.0,250.0,7.0,3.0
468,NVIDIA GeForce 6200 AGP,1,2003-12-14,150.0,81.35998107852413,65.0,29.0,230.0,7.0,3.0
469,NVIDIA GeForce4 MX 4000 Rev. 2,1,2003-12-14,150.0,81.35998107852413,65.0,29.0,250.0,7.0,3.0
470,AMD Athlon 64 3000+,0,2003-12-15,130.0,89.0,193.0,69.0,2000.0,9.0,0.0
471,NVIDIA Quadro4 100 NVS PCI,1,2003-12-22,150.0,10.0,65.0,29.0,250.0,7.0,3.0
472,NVIDIA Quadro4 200 NVS,1,2003-12-22,150.0,11.0,65.0,29.0,250.0,7.0,3.0
473,NVIDIA Quadro4 100 NVS,1,2003-12-22,150.0,10.0,65.0,29.0,250.0,7.0,3.0
474,NVIDIA Quadro NVS 210S,1,2003-12-22,90.0,11.0,65.0,29.0,425.0,9.0,3.0
475,AMD Athlon 64 3400+,0,2004-01-06,130.0,89.0,193.0,105.0,2200.0,9.0,0.0
476,ATI All-In-Wonder 9200 SE,1,2004-01-26,150.0,81.35998107852413,98.0,36.0,250.0,8.0,1.0
477,ATI All-In-Wonder 9200,1,2004-01-26,150.0,81.35998107852413,98.0,36.0,250.0,8.0,1.0
478,Intel Pentium 4 HT 3.0E,0,2004-02-01,90.0,115.0,109.0,125.0,3000.0,2.0,2.0
479,Intel Pentium 4 HT 3.2E,0,2004-02-01,90.0,115.0,109.0,125.0,3200.0,2.0,2.0
480,Intel Xeon 3.20,0,2004-02-01,130.0,97.0,237.0,286.0,3200.0,2.0,2.0
481,Intel Pentium 4 HT 2.8E,0,2004-02-01,90.0,115.0,109.0,125.0,2800.0,2.0,2.0
482,Intel Pentium 4 HT 3.40,0,2004-02-02,130.0,89.0,131.0,55.0,3400.0,2.0,2.0
483,Intel Pentium 4 HT EE 3.40,0,2004-02-02,130.0,110.0,237.0,178.0,3400.0,2.0,2.0
484,ATI All-In-Wonder 9600 XT,1,2004-02-06,130.0,81.35998107852413,76.0,60.0,527.0,7.0,1.0
485,ATI Mobility Radeon 9600 PRO Turbo,1,2004-02-13,130.0,81.35998107852413,92.0,76.0,337.0,7.0,1.0
486,AMD Opteron 140 EE,0,2004-02-14,130.0,30.0,193.0,106.0,1400.0,9.0,0.0
487,AMD Opteron 246 HE,0,2004-02-14,130.0,55.0,193.0,106.0,2000.0,9.0,0.0
488,AMD Opteron 240 EE,0,2004-02-14,130.0,30.0,193.0,106.0,1400.0,9.0,0.0
489,AMD Opteron 146 HE,0,2004-02-14,130.0,55.0,193.0,106.0,2000.0,9.0,0.0
490,NVIDIA GeForce PCX 5300,1,2004-02-17,150.0,81.35998107852413,91.0,45.0,250.0,7.0,3.0
491,NVIDIA GeForce PCX 5950,1,2004-02-17,130.0,57.0,207.0,135.0,475.0,7.0,3.0
492,NVIDIA GeForce PCX 5750,1,2004-02-17,130.0,50.0,125.0,82.0,425.0,7.0,3.0
493,NVIDIA GeForce PCX 4300,1,2004-02-19,150.0,81.35998107852413,65.0,29.0,250.0,7.0,3.0
494,NVIDIA Quadro FX Go1000,1,2004-02-25,130.0,81.35998107852413,133.0,82.0,295.0,7.0,3.0
