,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor
791,AMD Opteron 848 HE,CPU,2005-03-01,90.0,55.0,156.0,106.0,2200.0,Unknown,AMD
792,ATI Radeon X740 XL,GPU,2005-03-07,110.0,81.35998107852413,156.0,120.0,425.0,TSMC,ATI
793,AMD Turion 64 ML-30,CPU,2005-03-10,90.0,35.0,125.0,114.0,1600.0,Unknown,AMD
794,AMD Turion 64 ML-34,CPU,2005-03-10,90.0,35.0,125.0,114.0,1800.0,Unknown,AMD
795,AMD Turion 64 MT-34,CPU,2005-03-10,90.0,25.0,125.0,114.0,1800.0,Unknown,AMD
796,AMD Turion 64 ML-32,CPU,2005-03-10,90.0,35.0,125.0,114.0,1800.0,Unknown,AMD
797,AMD Turion 64 ML-37,CPU,2005-03-10,90.0,35.0,125.0,114.0,2000.0,Unknown,AMD
798,AMD Turion 64 MT-30,CPU,2005-03-10,90.0,22.0,125.0,114.0,1600.0,Unknown,AMD
799,AMD Turion 64 MT-32,CPU,2005-03-10,90.0,25.0,125.0,114.0,1800.0,Unknown,AMD
800,Intel Xeon MP 3.16,CPU,2005-03-29,90.0,135.0,125.0,286.0,3167.0,Intel,Intel
801,Intel Xeon MP 3.00,CPU,2005-03-29,90.0,135.0,125.0,286.0,3000.0,Intel,Intel
802,Intel Xeon MP 3.33,CPU,2005-03-29,90.0,135.0,125.0,286.0,3334.0,Intel,Intel
803,Intel Xeon MP 3.00,CPU,2005-03-29,90.0,135.0,125.0,286.0,3000.0,Intel,Intel
804,Intel Xeon MP 3.66,CPU,2005-03-29,90.0,135.0,125.0,286.0,3667.0,Intel,Intel
805,Intel Xeon MP 2.83,CPU,2005-03-29,90.0,135.0,125.0,286.0,2833.0,Intel,Intel
806,Intel Xeon MP 3.50,CPU,2005-03-29,90.0,135.0,125.0,286.0,3500.0,Intel,Intel
807,Intel Xeon MP 3.33,CPU,2005-03-29,90.0,135.0,125.0,286.0,3333.0,Intel,Intel
808,Intel Xeon MP 2.83,CPU,2005-03-29,90.0,135.0,125.0,286.0,2833.0,Intel,Intel
809,Intel Xeon MP 3.16,CPU,2005-03-29,90.0,135.0,125.0,286.0,3167.0,Intel,Intel
810,Intel Xeon MP 3.33,CPU,2005-03-29,90.0,135.0,125.0,286.0,3333.0,Intel,Intel
811,Intel Xeon MP 3.16,CPU,2005-03-29,90.0,135.0,125.0,286.0,3167.0,Intel,Intel
812,AMD Sempron 3100+,CPU,2005-04-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD
813,AMD Sempron 3300+,CPU,2005-04-01,90.0,62.0,84.0,63.0,2000.0,Unknown,AMD
814,ATI Radeon X700 SE,GPU,2005-04-01,110.0,81.35998107852413,156.0,120.0,400.0,TSMC,ATI
815,AMD Sempron 3000+,CPU,2005-04-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD
816,AMD Athlon 64 3500+,CPU,2005-04-04,90.0,67.0,83.0,69.0,2200.0,Unknown,AMD
817,NVIDIA GeForce 6200 LE AGP,GPU,2005-04-04,110.0,81.35998107852413,110.0,75.0,350.0,TSMC,NVIDIA
818,NVIDIA GeForce 6200 AGP,GPU,2005-04-04,110.0,81.35998107852413,110.0,75.0,350.0,TSMC,NVIDIA
819,NVIDIA GeForce 6200 LE,GPU,2005-04-04,110.0,81.35998107852413,110.0,75.0,350.0,TSMC,NVIDIA
820,NVIDIA GeForce 6200 LE,GPU,2005-04-04,110.0,81.35998107852413,110.0,75.0,350.0,TSMC,NVIDIA
821,AMD Athlon 64 3000+,CPU,2005-04-04,90.0,67.0,83.0,69.0,1800.0,Unknown,AMD
822,AMD Athlon 64 3800+,CPU,2005-04-04,90.0,89.0,83.0,69.0,2400.0,Unknown,AMD
823,AMD Athlon 64 3200+,CPU,2005-04-04,90.0,67.0,83.0,69.0,2000.0,Unknown,AMD
824,NVIDIA GeForce 6200 AGP,GPU,2005-04-04,110.0,81.35998107852413,110.0,75.0,350.0,TSMC,NVIDIA
825,AMD Athlon 64 3200+,CPU,2005-04-14,130.0,83.0,110.0,105.0,2000.0,Unknown,AMD
826,AMD Athlon 64 3400+,CPU,2005-04-14,130.0,83.0,110.0,105.0,2200.0,Unknown,AMD
827,AMD Athlon 64 3000+,CPU,2005-04-14,130.0,62.0,110.0,105.0,1800.0,Unknown,AMD
828,AMD Athlon 64 3700+,CPU,2005-04-14,130.0,83.0,110.0,105.0,2400.0,Unknown,AMD
829,AMD Athlon 64 3200+,CPU,2005-04-14,130.0,62.0,110.0,105.0,2000.0,Unknown,AMD
830,ATI All-In-Wonder X800 VE,GPU,2005-04-27,130.0,81.35998107852413,281.0,160.0,425.0,TSMC,ATI
831,ATI All-In-Wonder X800 SE,GPU,2005-04-27,130.0,81.35998107852413,281.0,160.0,425.0,TSMC,ATI
832,ATI All-In-Wonder 2006 AGP Edition,GPU,2005-04-29,130.0,81.35998107852413,76.0,60.0,324.0,TSMC,ATI
833,AMD Opteron 156,CPU,2005-05-01,90.0,104.0,76.0,106.0,3000.0,Unknown,AMD
834,Intel Core Duo T2050,CPU,2005-05-01,65.0,31.0,90.0,151.0,1600.0,Intel,Intel
835,Intel Pentium D 840 EE,CPU,2005-05-01,90.0,130.0,206.0,169.0,3200.0,Intel,Intel
836,Intel GMA 950,GPU,2005-05-01,90.0,7.0,206.0,169.0,166.0,Intel,Intel
837,AMD Sempron 3100+,CPU,2005-05-03,90.0,62.0,206.0,63.0,1800.0,Unknown,AMD
838,ATI Radeon 9550 XT,GPU,2005-05-04,130.0,81.35998107852413,76.0,60.0,425.0,TSMC,ATI
839,Intel Pentium D 820,CPU,2005-05-26,90.0,130.0,206.0,169.0,2800.0,Intel,Intel
840,Intel Pentium D 830,CPU,2005-05-26,90.0,130.0,206.0,169.0,3000.0,Intel,Intel
841,Intel Pentium 4 HT 670,CPU,2005-05-26,90.0,84.0,109.0,169.0,3800.0,Intel,Intel
842,Sony Playstation 2 GPU 90nm,GPU,2005-05-26,90.0,45.0,86.0,54.0,147.0,Sony,Other
843,Intel Pentium D 840,CPU,2005-05-26,90.0,130.0,206.0,169.0,3200.0,Intel,Intel
844,Intel Pentium D 820,CPU,2005-05-26,90.0,130.0,206.0,169.0,2800.0,Intel,Intel
845,AMD Opteron X2 270,CPU,2005-05-31,90.0,95.0,206.0,233.0,2000.0,Unknown,AMD
846,AMD Opteron X2 265,CPU,2005-05-31,90.0,95.0,206.0,233.0,1800.0,Unknown,AMD
847,NVIDIA Quadro NVS 50 PCI,GPU,2005-05-31,150.0,10.0,65.0,29.0,250.0,TSMC,NVIDIA
848,AMD Opteron X2 275,CPU,2005-05-31,90.0,95.0,65.0,233.0,2200.0,Unknown,AMD
849,AMD Athlon 64 3500+,CPU,2005-05-31,90.0,67.0,156.0,154.0,2200.0,Unknown,AMD
850,NVIDIA Quadro NVS 280 SD,GPU,2005-05-31,150.0,10.0,65.0,29.0,250.0,TSMC,NVIDIA
851,AMD Athlon 64 3200+,CPU,2005-05-31,90.0,67.0,156.0,154.0,2000.0,Unknown,AMD
852,NVIDIA Quadro NVS 55 PCI,GPU,2005-05-31,150.0,10.0,91.0,45.0,250.0,TSMC,NVIDIA
853,Intel Pentium 4 506,CPU,2005-06-01,90.0,84.0,109.0,125.0,2660.0,Intel,Intel
854,Intel GMA 950,GPU,2005-06-01,90.0,7.0,109.0,125.0,250.0,Intel,Intel
855,ATI Mobility Radeon X800 XT,GPU,2005-06-01,130.0,81.35998107852413,289.0,160.0,480.0,TSMC,ATI
856,Intel Pentium 4 506,CPU,2005-06-01,90.0,84.0,109.0,125.0,2660.0,Intel,Intel
857,Intel Pentium 4 506,CPU,2005-06-01,90.0,84.0,109.0,125.0,2660.0,Intel,Intel
858,Intel Pentium 4 HT 541,CPU,2005-06-12,90.0,84.0,109.0,125.0,3200.0,Intel,Intel
859,Intel Pentium 4 HT 571,CPU,2005-06-12,90.0,115.0,109.0,125.0,3800.0,Intel,Intel
860,Intel Pentium 4 HT 531,CPU,2005-06-12,90.0,84.0,109.0,125.0,3000.0,Intel,Intel
861,Intel Pentium 4 HT 521,CPU,2005-06-12,90.0,84.0,109.0,125.0,2800.0,Intel,Intel
862,Intel Pentium 4 HT 551,CPU,2005-06-12,90.0,115.0,109.0,125.0,3400.0,Intel,Intel
863,Intel Pentium 4 HT 561,CPU,2005-06-12,90.0,115.0,109.0,125.0,3600.0,Intel,Intel
864,AMD Turion 64 MT-28,CPU,2005-06-22,90.0,22.0,125.0,114.0,1600.0,Unknown,AMD
865,AMD Turion 64 ML-40,CPU,2005-06-22,90.0,35.0,125.0,114.0,2200.0,Unknown,AMD
866,NVIDIA GeForce 7800 GTX,GPU,2005-06-22,110.0,86.0,333.0,302.0,430.0,TSMC,NVIDIA
867,AMD Turion 64 ML-28,CPU,2005-06-22,90.0,32.0,125.0,114.0,1600.0,Unknown,AMD
868,AMD Athlon 64 FX-57,CPU,2005-06-27,90.0,104.0,115.0,114.0,2800.0,Unknown,AMD
869,Intel Celeron D 350,CPU,2005-06-28,90.0,84.0,109.0,125.0,3200.0,Intel,Intel
870,ATI All-In-Wonder X600 PRO,GPU,2005-07-01,110.0,81.35998107852413,74.0,107.0,400.0,TSMC,ATI
871,ATI Radeon X550 HyperMemory,GPU,2005-07-01,110.0,81.35998107852413,74.0,107.0,400.0,TSMC,ATI
872,ATI Radeon X550,GPU,2005-07-01,110.0,81.35998107852413,74.0,107.0,400.0,TSMC,ATI
873,AMD Sempron 2500+,CPU,2005-07-07,90.0,62.0,84.0,63.0,1400.0,Unknown,AMD
874,AMD Sempron 3100+,CPU,2005-07-15,90.0,25.0,84.0,69.0,1800.0,Unknown,AMD
875,AMD Sempron 3000+,CPU,2005-07-15,90.0,25.0,84.0,69.0,1800.0,Unknown,AMD
876,AMD Sempron 3300+,CPU,2005-07-15,90.0,25.0,84.0,69.0,2000.0,Unknown,AMD
877,AMD Sempron 3100+,CPU,2005-07-15,90.0,62.0,84.0,69.0,1800.0,Unknown,AMD
878,AMD Sempron 3000+,CPU,2005-07-15,90.0,62.0,84.0,69.0,1800.0,Unknown,AMD
879,AMD Sempron 2800+,CPU,2005-07-15,90.0,25.0,84.0,69.0,1600.0,Unknown,AMD
880,AMD Sempron 3300+,CPU,2005-07-15,90.0,62.0,84.0,69.0,2000.0,Unknown,AMD
881,Intel Pentium M 780,CPU,2005-07-25,90.0,27.0,84.0,140.0,2260.0,Intel,Intel
882,NVIDIA Quadro FX 4500,GPU,2005-07-28,110.0,109.0,333.0,302.0,430.0,TSMC,NVIDIA
883,NVIDIA Quadro FX 4400G,GPU,2005-07-28,130.0,83.0,287.0,222.0,375.0,TSMC,NVIDIA
884,NVIDIA Quadro FX 4400,GPU,2005-07-28,130.0,83.0,287.0,222.0,375.0,TSMC,NVIDIA
885,NVIDIA Quadro FX 3450,GPU,2005-07-28,130.0,83.0,225.0,222.0,425.0,TSMC,NVIDIA
886,AMD Opteron 854,CPU,2005-08-01,90.0,92.0,225.0,106.0,2800.0,Unknown,AMD
887,AMD Opteron X2 860 HE,CPU,2005-08-01,90.0,55.0,225.0,233.0,1600.0,Unknown,AMD
888,AMD Athlon 64 X2 3800+,CPU,2005-08-01,90.0,89.0,156.0,154.0,2000.0,Unknown,AMD
889,AMD Mobile Athlon 64 2700+,CPU,2005-08-01,130.0,35.0,193.0,106.0,1600.0,Unknown,AMD
890,AMD Sempron 3400+,CPU,2005-08-01,90.0,62.0,84.0,63.0,2000.0,Unknown,AMD
891,AMD Mobile Athlon 64 2700+,CPU,2005-08-01,130.0,35.0,193.0,106.0,1600.0,Unknown,AMD
892,AMD Mobile Athlon 64 3700+,CPU,2005-08-01,130.0,82.0,193.0,106.0,2400.0,Unknown,AMD
893,AMD Mobile Athlon 64 3400+,CPU,2005-08-01,130.0,62.0,193.0,106.0,2200.0,Unknown,AMD
894,AMD Opteron X2 865 HE,CPU,2005-08-01,90.0,55.0,193.0,233.0,1800.0,Unknown,AMD
895,AMD Mobile Athlon 64 3400+,CPU,2005-08-01,130.0,82.0,193.0,106.0,2200.0,Unknown,AMD
896,AMD Opteron 254,CPU,2005-08-01,90.0,92.0,193.0,106.0,2800.0,Unknown,AMD
897,AMD Athlon 64 X2 3800+,CPU,2005-08-01,90.0,89.0,156.0,154.0,2000.0,Unknown,AMD
898,AMD Opteron X2 265 HE,CPU,2005-08-01,90.0,55.0,156.0,233.0,1800.0,Unknown,AMD
899,AMD Opteron X2 260 HE,CPU,2005-08-01,90.0,55.0,156.0,233.0,1600.0,Unknown,AMD
900,AMD Opteron 144,CPU,2005-08-02,90.0,67.0,156.0,106.0,1800.0,Unknown,AMD
901,AMD Opteron 154,CPU,2005-08-02,90.0,104.0,156.0,106.0,2800.0,Unknown,AMD
902,AMD Opteron 146,CPU,2005-08-02,90.0,67.0,156.0,106.0,2000.0,Unknown,AMD
903,AMD Opteron 150,CPU,2005-08-02,90.0,85.0,156.0,106.0,2400.0,Unknown,AMD
904,AMD Opteron X2 165,CPU,2005-08-02,90.0,110.0,156.0,233.0,1800.0,Unknown,AMD
905,AMD Opteron 152,CPU,2005-08-02,90.0,104.0,156.0,106.0,2600.0,Unknown,AMD
906,AMD Opteron X2 170,CPU,2005-08-02,90.0,110.0,156.0,233.0,2000.0,Unknown,AMD
907,AMD Opteron 148,CPU,2005-08-02,90.0,85.0,156.0,106.0,2200.0,Unknown,AMD
908,AMD Opteron 148,CPU,2005-08-02,90.0,85.0,156.0,106.0,2200.0,Unknown,AMD
909,AMD Opteron 152,CPU,2005-08-02,90.0,104.0,156.0,106.0,2600.0,Unknown,AMD
910,AMD Opteron 146,CPU,2005-08-02,90.0,67.0,156.0,106.0,2000.0,Unknown,AMD
911,AMD Opteron 144,CPU,2005-08-02,90.0,67.0,156.0,106.0,1800.0,Unknown,AMD
912,AMD Opteron 150,CPU,2005-08-02,90.0,85.0,156.0,106.0,2400.0,Unknown,AMD
913,AMD Opteron X2 175,CPU,2005-08-02,90.0,110.0,156.0,233.0,2200.0,Unknown,AMD
914,AMD Opteron 146,CPU,2005-08-02,90.0,67.0,156.0,106.0,2000.0,Unknown,AMD
915,AMD Turion 64 MT-37,CPU,2005-08-08,90.0,25.0,125.0,114.0,2000.0,Unknown,AMD
916,AMD Turion 64 MT-40,CPU,2005-08-08,90.0,25.0,125.0,114.0,2200.0,Unknown,AMD
917,NVIDIA GeForce 7800 GT Dual,GPU,2005-08-11,110.0,81.35998107852413,333.0,302.0,400.0,TSMC,NVIDIA
918,NVIDIA GeForce 7800 GT,GPU,2005-08-11,110.0,65.0,333.0,302.0,400.0,TSMC,NVIDIA
919,AMD Athlon 64 4000+,CPU,2005-08-16,130.0,62.0,333.0,105.0,2600.0,Unknown,AMD
920,AMD Sempron 3300+,CPU,2005-08-19,90.0,62.0,333.0,63.0,2000.0,Unknown,AMD
921,ATI Radeon X850 PRO AGP,GPU,2005-09-04,130.0,81.35998107852413,297.0,160.0,500.0,TSMC,ATI
922,ATI Radeon X800 GTO2,GPU,2005-09-15,130.0,81.35998107852413,297.0,160.0,400.0,TSMC,ATI
923,AMD Opteron X2 865,CPU,2005-09-26,90.0,95.0,297.0,233.0,1800.0,Unknown,AMD
924,AMD Opteron X2 880,CPU,2005-09-26,90.0,95.0,297.0,233.0,2400.0,Unknown,AMD
925,AMD Opteron X2 875,CPU,2005-09-26,90.0,95.0,297.0,233.0,2200.0,Unknown,AMD
926,AMD Opteron X2 180,CPU,2005-09-26,90.0,110.0,297.0,233.0,2400.0,Unknown,AMD
927,AMD Opteron X2 280,CPU,2005-09-26,90.0,95.0,297.0,233.0,2400.0,Unknown,AMD
928,AMD Opteron X2 870,CPU,2005-09-26,90.0,95.0,297.0,233.0,2000.0,Unknown,AMD
929,NVIDIA GeForce Go 7800 GTX,GPU,2005-09-29,110.0,65.0,333.0,302.0,440.0,TSMC,NVIDIA
930,NVIDIA GeForce Go 6600,GPU,2005-09-29,110.0,81.35998107852413,154.0,146.0,300.0,TSMC,NVIDIA
931,NVIDIA Quadro FX 2500M,GPU,2005-09-29,90.0,45.0,196.0,278.0,500.0,TSMC,NVIDIA
932,NVIDIA GeForce Go 6200 TE,GPU,2005-09-29,110.0,81.35998107852413,154.0,146.0,300.0,TSMC,NVIDIA
933,NVIDIA GeForce Go 6600 TE,GPU,2005-09-29,110.0,81.35998107852413,154.0,146.0,225.0,TSMC,NVIDIA
934,NVIDIA GeForce Go 6600 NPB 128M,GPU,2005-09-29,110.0,81.35998107852413,154.0,146.0,375.0,TSMC,NVIDIA
935,NVIDIA GeForce 6800 XE,GPU,2005-09-30,130.0,81.35998107852413,287.0,222.0,275.0,TSMC,NVIDIA
936,NVIDIA GeForce 6800 XT,GPU,2005-09-30,110.0,81.35998107852413,287.0,222.0,300.0,TSMC,NVIDIA
937,NVIDIA GeForce 6800 XT,GPU,2005-09-30,110.0,81.35998107852413,222.0,198.0,450.0,TSMC,NVIDIA
938,NVIDIA GeForce 6800 XT,GPU,2005-09-30,130.0,81.35998107852413,225.0,222.0,425.0,TSMC,NVIDIA
939,NVIDIA GeForce 6800 XT,GPU,2005-09-30,130.0,81.35998107852413,287.0,222.0,300.0,TSMC,NVIDIA
940,ATI FireGL V7350,GPU,2005-10-01,90.0,111.0,288.0,321.0,600.0,TSMC,ATI
941,ATI Radeon X1300 PRO AGP,GPU,2005-10-01,90.0,31.0,100.0,107.0,600.0,TSMC,ATI
942,ATI Radeon X1800 XL,GPU,2005-10-01,90.0,70.0,288.0,321.0,500.0,TSMC,ATI
943,ATI FireGL V7300,GPU,2005-10-01,90.0,97.0,288.0,321.0,594.0,TSMC,ATI
944,ATI FireGL V7200,GPU,2005-10-01,90.0,81.35998107852413,288.0,321.0,600.0,TSMC,ATI
945,ATI Radeon X800 GTO AGP,GPU,2005-10-01,110.0,49.0,240.0,160.0,400.0,TSMC,ATI
946,ATI FireGL V3300,GPU,2005-10-01,90.0,81.35998107852413,100.0,107.0,600.0,TSMC,ATI
947,NVIDIA GeForce 6500,GPU,2005-10-01,110.0,81.35998107852413,110.0,75.0,400.0,TSMC,NVIDIA
948,ATI FireGL V3350,GPU,2005-10-01,90.0,81.35998107852413,100.0,107.0,600.0,TSMC,ATI
949,AMD Sempron 3000+,CPU,2005-10-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD
950,ATI FireGL V3400,GPU,2005-10-01,90.0,81.35998107852413,150.0,157.0,500.0,TSMC,ATI
951,AMD Sempron 3500+,CPU,2005-10-01,90.0,62.0,84.0,63.0,2000.0,Unknown,AMD
952,ATI Radeon X1300 PRO,GPU,2005-10-01,90.0,31.0,100.0,107.0,600.0,TSMC,ATI
953,ATI FireGL V5200,GPU,2005-10-01,90.0,35.0,150.0,157.0,600.0,TSMC,ATI
954,AMD Sempron 3200+,CPU,2005-10-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD
955,ATI Radeon X800 GTO AGP,GPU,2005-10-01,130.0,49.0,297.0,160.0,400.0,TSMC,ATI
956,ATI Radeon X1800 XT,GPU,2005-10-01,90.0,113.0,288.0,321.0,600.0,TSMC,ATI
957,AMD Sempron 3400+,CPU,2005-10-01,90.0,62.0,84.0,63.0,2000.0,Unknown,AMD
958,AMD Turion 64 ML-42,CPU,2005-10-04,90.0,35.0,125.0,114.0,2400.0,Unknown,AMD
959,ATI Radeon X1300 PCI,GPU,2005-10-05,80.0,81.35998107852413,100.0,107.0,450.0,UMC,ATI
960,ATI Radeon X1300 PCI,GPU,2005-10-05,90.0,81.35998107852413,100.0,107.0,450.0,TSMC,ATI
961,ATI Radeon X1300 LE,GPU,2005-10-05,90.0,81.35998107852413,100.0,107.0,450.0,TSMC,ATI
962,ATI Radeon X1300,GPU,2005-10-05,80.0,81.35998107852413,100.0,107.0,450.0,UMC,ATI
963,Intel Xeon 2.8,CPU,2005-10-10,90.0,135.0,213.0,200.0,2800.0,Intel,Intel
964,ATI All-In-Wonder X1800 XL,GPU,2005-10-27,90.0,75.0,288.0,321.0,500.0,TSMC,ATI
965,ATI Radeon X800 CrossFire Edition,GPU,2005-10-28,130.0,81.35998107852413,289.0,160.0,500.0,TSMC,ATI
966,ATI Mobility Radeon X300,GPU,2005-11-01,110.0,81.35998107852413,74.0,107.0,350.0,TSMC,ATI
967,ATI Radeon X800 GTO,GPU,2005-11-01,130.0,49.0,297.0,160.0,400.0,TSMC,ATI
968,ATI Radeon X800 GT,GPU,2005-11-01,110.0,40.0,240.0,160.0,475.0,TSMC,ATI
969,ATI Radeon X800 GT AGP,GPU,2005-11-01,130.0,40.0,297.0,160.0,475.0,TSMC,ATI
970,XGI Volari 8300,GPU,2005-11-01,130.0,81.35998107852413,297.0,90.0,300.0,UMC,Other
971,ATI Radeon X800 GT,GPU,2005-11-01,130.0,40.0,297.0,160.0,475.0,TSMC,ATI
972,AMD Athlon 64 1500+,CPU,2005-11-07,90.0,9.0,84.0,69.0,1000.0,Unknown,AMD
973,NVIDIA GeForce 6800 GS,GPU,2005-11-07,130.0,81.35998107852413,225.0,222.0,425.0,TSMC,NVIDIA
974,NVIDIA GeForce 7800 GTX 512,GPU,2005-11-14,110.0,108.0,333.0,302.0,500.0,TSMC,NVIDIA
975,Intel Pentium 4 HT 662,CPU,2005-11-14,90.0,84.0,109.0,169.0,3600.0,Intel,Intel
976,Intel Pentium 4 HT 672,CPU,2005-11-14,90.0,84.0,109.0,169.0,3800.0,Intel,Intel
977,ATI Xbox 360 GPU 90nm,GPU,2005-11-22,90.0,203.0,181.0,232.0,500.0,TSMC,ATI
978,ATI Radeon X1300 AGP,GPU,2005-12-01,90.0,81.35998107852413,100.0,107.0,450.0,TSMC,ATI
979,ATI Radeon X1300,GPU,2005-12-01,90.0,81.35998107852413,100.0,107.0,450.0,TSMC,ATI
980,Intel Xeon MP 7040 Dual-Core,CPU,2005-12-01,90.0,135.0,213.0,200.0,3000.0,Intel,Intel
981,Intel Xeon MP 7030 Dual-Core,CPU,2005-12-01,90.0,135.0,213.0,200.0,2833.0,Intel,Intel
982,Intel Xeon MP 7020 Dual-Core,CPU,2005-12-01,90.0,135.0,213.0,200.0,2667.0,Intel,Intel
983,Intel Xeon MP 7041 Dual-Core,CPU,2005-12-01,90.0,135.0,213.0,200.0,3000.0,Intel,Intel
984,Intel Xeon MP 7030 Dual-Core,CPU,2005-12-01,90.0,135.0,213.0,200.0,2800.0,Intel,Intel
985,AMD Opteron X2 870 HE,CPU,2005-12-01,90.0,55.0,213.0,233.0,2000.0,Unknown,AMD
986,AMD Opteron X2 270 HE,CPU,2005-12-01,90.0,55.0,213.0,233.0,2000.0,Unknown,AMD
987,NVIDIA GeForce 6800 GS,GPU,2005-12-08,130.0,81.35998107852413,287.0,222.0,350.0,TSMC,NVIDIA
988,ATI Radeon X1800 CrossFire Edition,GPU,2005-12-20,90.0,113.0,288.0,321.0,600.0,TSMC,ATI
989,ATI All-In-Wonder 2006 PCIe Edition,GPU,2005-12-22,90.0,81.35998107852413,100.0,107.0,450.0,TSMC,ATI
990,ATI FireMV 2200,GPU,2006-01-01,110.0,15.0,74.0,107.0,324.0,TSMC,ATI
991,AMD Stream Processor,GPU,2006-01-01,90.0,165.0,352.0,384.0,594.0,TSMC,AMD
992,ATI Radeon X1900 XTX,GPU,2006-01-01,90.0,135.0,352.0,384.0,650.0,TSMC,ATI
993,AMD Opteron X2 290,CPU,2006-01-01,90.0,95.0,352.0,233.0,2800.0,Unknown,AMD
994,ATI Radeon X1900 XT,GPU,2006-01-01,90.0,100.0,352.0,384.0,625.0,TSMC,ATI
995,Intel GMA 950,GPU,2006-01-01,90.0,7.0,352.0,384.0,250.0,Intel,Intel
996,ATI FireMV 2200 PCI,GPU,2006-01-01,150.0,15.0,98.0,36.0,240.0,UMC,ATI
997,AMD Turion 64 ML-44,CPU,2006-01-04,90.0,35.0,125.0,114.0,2400.0,Unknown,AMD
998,Intel Core Duo T2400,CPU,2006-01-05,65.0,31.0,90.0,151.0,1826.0,Intel,Intel
999,Intel Pentium 4 HT 661,CPU,2006-01-05,65.0,86.0,81.0,188.0,3600.0,Intel,Intel
1000,Intel Core Duo LV L2400,CPU,2006-01-05,65.0,15.0,90.0,151.0,1666.0,Intel,Intel
1001,Intel Core Solo T1300,CPU,2006-01-05,65.0,27.0,90.0,151.0,1660.0,Intel,Intel
1002,Intel Pentium 4 HT 631,CPU,2006-01-05,65.0,86.0,81.0,188.0,3000.0,Intel,Intel
1003,Intel Core Solo T1400,CPU,2006-01-05,65.0,27.0,90.0,151.0,1833.0,Intel,Intel
1004,Intel Core Duo LV L2300,CPU,2006-01-05,65.0,15.0,90.0,151.0,1500.0,Intel,Intel
1005,Intel Core Duo T2300,CPU,2006-01-05,65.0,31.0,90.0,151.0,1660.0,Intel,Intel
1006,Intel Pentium 4 HT 651,CPU,2006-01-05,65.0,86.0,81.0,188.0,3400.0,Intel,Intel
1007,Intel Core Duo T2500,CPU,2006-01-05,65.0,31.0,90.0,151.0,1992.0,Intel,Intel
1008,Intel Core Duo T2600,CPU,2006-01-05,65.0,31.0,90.0,151.0,2166.0,Intel,Intel
1009,Intel Core Solo T1350,CPU,2006-01-05,65.0,27.0,90.0,151.0,1866.0,Intel,Intel
1010,Intel Core Solo T1200,CPU,2006-01-05,65.0,27.0,90.0,151.0,1500.0,Intel,Intel
1011,Intel Pentium 4 HT 641,CPU,2006-01-05,65.0,86.0,81.0,188.0,3200.0,Intel,Intel
1012,AMD Athlon 64 FX-60,CPU,2006-01-09,90.0,110.0,199.0,233.0,2600.0,Unknown,AMD
1013,ATI All-In-Wonder X1900,GPU,2006-01-13,90.0,81.35998107852413,352.0,384.0,500.0,TSMC,ATI
1014,Intel Pentium D 955 EE,CPU,2006-01-16,65.0,130.0,140.0,376.0,3460.0,Intel,Intel
1015,Intel Pentium D 930,CPU,2006-01-16,65.0,130.0,140.0,376.0,3000.0,Intel,Intel
1016,Intel Pentium D 950,CPU,2006-01-16,65.0,130.0,140.0,376.0,3400.0,Intel,Intel
1017,Intel Pentium D 920,CPU,2006-01-16,65.0,130.0,140.0,376.0,2800.0,Intel,Intel
1018,Intel Pentium D 940,CPU,2006-01-16,65.0,130.0,140.0,376.0,3200.0,Intel,Intel
1019,NVIDIA GeForce 7300 GS,GPU,2006-01-18,90.0,23.0,81.0,112.0,450.0,TSMC,NVIDIA
1020,NVIDIA GeForce 7200 GS,GPU,2006-01-18,90.0,81.35998107852413,81.0,112.0,450.0,TSMC,NVIDIA
1021,NVIDIA GeForce 7300 GS Low Profile,GPU,2006-01-18,90.0,23.0,81.0,112.0,450.0,TSMC,NVIDIA
1022,ATI Mobility Radeon X1300,GPU,2006-01-19,90.0,81.35998107852413,100.0,107.0,350.0,TSMC,ATI
1023,ATI Mobility Radeon X1400,GPU,2006-01-19,90.0,81.35998107852413,100.0,107.0,445.0,TSMC,ATI
1024,AMD Sempron 3400+,CPU,2006-01-23,90.0,62.0,100.0,69.0,2000.0,Unknown,AMD
1025,ATI Radeon X1900 CrossFire Edition,GPU,2006-01-24,90.0,100.0,352.0,384.0,625.0,TSMC,ATI
1026,NVIDIA Quadro FX 4500 SDI,GPU,2006-01-30,110.0,116.0,333.0,302.0,430.0,TSMC,NVIDIA
1027,NVIDIA GeForce Go 7450,GPU,2006-02-01,90.0,81.35998107852413,81.0,112.0,300.0,TSMC,NVIDIA
1028,NVIDIA GeForce Go 7400T,GPU,2006-02-01,90.0,81.35998107852413,81.0,112.0,450.0,TSMC,NVIDIA
1029,NVIDIA GeForce 7050 + nForce 630a,GPU,2006-02-01,90.0,81.35998107852413,81.0,112.0,425.0,Unknown,NVIDIA
