,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor
0,Intel i815 Graphics,GPU,2000-01-01,150.0,81.35998107852413,194.86235318359778,2692.6519678549353,133.0,Intel,Intel
1,NVIDIA Vanta LT,GPU,2000-03-01,250.0,81.35998107852413,90.0,15.0,105.0,TSMC,NVIDIA
2,Sony Playstation 2 GPU 250nm,GPU,2000-03-04,250.0,79.0,279.0,54.0,147.0,Sony,Other
3,ATI Radeon DDR,GPU,2000-04-01,180.0,23.0,115.0,30.0,166.0,TSMC,ATI
4,ATI Radeon 7200 64 MB,GPU,2000-04-01,180.0,23.0,111.0,30.0,166.0,TSMC,ATI
5,ATI Radeon 7200,GPU,2000-04-01,180.0,23.0,111.0,30.0,166.0,TSMC,ATI
6,NVIDIA GeForce2 GTS PRO,GPU,2000-04-26,150.0,81.35998107852413,88.0,25.0,200.0,TSMC,NVIDIA
7,NVIDIA GeForce2 GTS,GPU,2000-04-26,150.0,81.35998107852413,88.0,25.0,200.0,TSMC,NVIDIA
8,ATI Radeon 7200,GPU,2000-06-01,180.0,23.0,111.0,30.0,143.0,TSMC,ATI
9,ATI Fire GL3,GPU,2000-06-01,180.0,81.35998107852413,156.0,30.0,120.0,IBM,ATI
10,ATI Fire GL2,GPU,2000-06-01,180.0,81.35998107852413,156.0,30.0,120.0,IBM,ATI
11,ATI Radeon SDR PCI,GPU,2000-06-01,180.0,23.0,115.0,30.0,166.0,TSMC,ATI
12,ATI Radeon DDR MAXX,GPU,2000-06-01,180.0,81.35998107852413,115.0,30.0,148.0,TSMC,ATI
13,ATI Radeon SDR,GPU,2000-06-01,180.0,23.0,115.0,30.0,166.0,TSMC,ATI
14,AMD Athlon 700,CPU,2000-06-05,180.0,40.0,120.0,37.0,700.0,Unknown,AMD
15,AMD Athlon 650,CPU,2000-06-05,180.0,38.0,120.0,37.0,650.0,Unknown,AMD
16,AMD Athlon 950,CPU,2000-06-05,180.0,52.0,120.0,37.0,950.0,Unknown,AMD
17,AMD Athlon 800,CPU,2000-06-05,180.0,45.0,120.0,37.0,800.0,Unknown,AMD
18,AMD Athlon 900,CPU,2000-06-05,180.0,50.0,120.0,37.0,900.0,Unknown,AMD
19,AMD Athlon 1000,CPU,2000-06-05,180.0,54.0,120.0,37.0,1000.0,Unknown,AMD
20,AMD Athlon 750,CPU,2000-06-05,180.0,43.0,120.0,37.0,750.0,Unknown,AMD
21,AMD Athlon 850,CPU,2000-06-05,180.0,47.0,120.0,37.0,850.0,Unknown,AMD
22,AMD Athlon 600,CPU,2000-06-05,180.0,38.0,120.0,37.0,600.0,Unknown,AMD
23,3dfx Voodoo5 5500 PCI,GPU,2000-06-22,250.0,30.0,112.0,14.0,166.0,TSMC,Other
24,3dfx Voodoo5 5500 AGP,GPU,2000-06-22,250.0,30.0,112.0,14.0,166.0,TSMC,Other
25,NVIDIA GeForce2 MX DH Pro TV,GPU,2000-06-28,180.0,81.35998107852413,64.0,20.0,175.0,TSMC,NVIDIA
26,NVIDIA GeForce2 MX,GPU,2000-06-28,180.0,81.35998107852413,64.0,20.0,175.0,TSMC,NVIDIA
27,NVIDIA GeForce2 MX PCI,GPU,2000-06-28,180.0,81.35998107852413,64.0,20.0,175.0,TSMC,NVIDIA
28,NVIDIA GeForce2 MX DH Pro TV PCI,GPU,2000-06-28,180.0,81.35998107852413,64.0,20.0,175.0,TSMC,NVIDIA
29,NVIDIA Quadro2 MXR Low Profile,GPU,2000-07-25,180.0,81.35998107852413,64.0,20.0,200.0,TSMC,NVIDIA
30,NVIDIA Quadro2 MXR,GPU,2000-07-25,180.0,81.35998107852413,64.0,20.0,200.0,TSMC,NVIDIA
31,Intel Pentium III 1133,CPU,2000-07-31,180.0,29.0,80.0,44.0,1133.0,Intel,Intel
32,ATI All-In-Wonder Radeon 7200,GPU,2000-07-31,180.0,81.35998107852413,111.0,30.0,166.0,TSMC,ATI
33,AMD Athlon 1100,CPU,2000-08-14,180.0,60.0,120.0,37.0,1100.0,Unknown,AMD
34,NVIDIA GeForce2 Ultra,GPU,2000-08-14,150.0,81.35998107852413,88.0,25.0,250.0,TSMC,NVIDIA
35,ATI GameCube GPU,GPU,2000-08-24,180.0,45.0,120.0,51.0,162.0,NEC,ATI
36,3dfx Voodoo4 4500 AGP,GPU,2000-10-13,250.0,15.0,112.0,14.0,166.0,TSMC,Other
37,3dfx Voodoo4 4500 PCI,GPU,2000-10-13,250.0,15.0,112.0,14.0,166.0,TSMC,Other
38,AMD Athlon 1200,CPU,2000-10-17,180.0,66.0,120.0,37.0,1200.0,Unknown,AMD
39,AMD Athlon 1200,CPU,2000-10-31,180.0,66.0,120.0,37.0,1200.0,Unknown,AMD
40,AMD Athlon 1133,CPU,2000-10-31,180.0,63.0,120.0,37.0,1133.0,Unknown,AMD
41,AMD Athlon 1000,CPU,2000-10-31,180.0,54.0,120.0,37.0,1000.0,Unknown,AMD
42,NVIDIA GeForce2 Go,GPU,2000-11-11,180.0,2.0,64.0,20.0,143.0,TSMC,NVIDIA
43,NVIDIA GeForce2 Go,GPU,2000-11-11,180.0,2.0,64.0,20.0,143.0,TSMC,NVIDIA
44,Intel Pentium 4 1.5,CPU,2000-11-20,180.0,58.0,217.0,42.0,1500.0,Intel,Intel
45,Intel Pentium 4 1.4,CPU,2000-11-20,180.0,55.0,217.0,42.0,1400.0,Intel,Intel
46,NVIDIA GeForce2 PRO,GPU,2000-12-05,150.0,81.35998107852413,88.0,25.0,200.0,TSMC,NVIDIA
47,AMD Athlon XP-M 2200+,CPU,2001-01-01,130.0,45.0,101.0,63.0,1667.0,Unknown,AMD
48,AMD Athlon XP 1800+,CPU,2001-01-01,130.0,51.0,80.0,37.0,1533.0,Unknown,AMD
49,Intel Pentium 4 HT 515,CPU,2001-01-01,90.0,84.0,109.0,125.0,2933.0,Intel,Intel
50,AMD Athlon XP-M 2400+,CPU,2001-01-01,130.0,45.0,101.0,63.0,1800.0,Unknown,AMD
51,AMD Athlon XP 2600+ DTR,CPU,2001-01-01,130.0,68.0,101.0,63.0,1917.0,Unknown,AMD
52,Intel Pentium 4 2.0,CPU,2001-01-01,130.0,110.0,146.0,55.0,2000.0,Intel,Intel
53,AMD Athlon 64 3400+,CPU,2001-01-01,130.0,89.0,193.0,105.0,2400.0,Unknown,AMD
54,AMD Athlon 64 3200+,CPU,2001-01-01,130.0,89.0,193.0,105.0,2200.0,Unknown,AMD
55,AMD Athlon XP 2800+ DTR,CPU,2001-01-01,130.0,68.0,101.0,63.0,2083.0,Unknown,AMD
56,AMD Athlon XP 2800+,CPU,2001-01-01,130.0,68.0,101.0,63.0,2083.0,Unknown,AMD
57,Matrox Parhelia HR256,GPU,2001-01-01,150.0,81.35998107852413,174.0,80.0,200.0,UMC,Other
58,AMD Athlon 64 3200+,CPU,2001-01-01,90.0,59.0,84.0,69.0,2200.0,Unknown,AMD
59,AMD Athlon 64 3700+,CPU,2001-01-01,90.0,89.0,199.0,233.0,2200.0,Unknown,AMD
60,AMD Athlon 64 3400+,CPU,2001-01-01,90.0,67.0,84.0,69.0,2400.0,Unknown,AMD
61,Intel Pentium 4 HT 517,CPU,2001-01-01,90.0,84.0,109.0,125.0,2933.0,Intel,Intel
62,AMD Athlon XP 1700+,CPU,2001-01-01,130.0,50.0,80.0,37.0,1467.0,Unknown,AMD
63,Intel Pentium 4 HT 515,CPU,2001-01-01,90.0,84.0,109.0,125.0,2933.0,Intel,Intel
64,AMD Sempron 2200+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1500.0,Unknown,AMD
65,AMD Athlon 64 X2 3600+,CPU,2001-01-01,90.0,89.0,156.0,154.0,2000.0,Unknown,AMD
66,AMD Athlon XP 2100+,CPU,2001-01-01,130.0,62.0,80.0,37.0,1733.0,Unknown,AMD
67,AMD Sempron 2300+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1583.0,Unknown,AMD
68,AMD Athlon 64 3000+,CPU,2001-01-01,90.0,51.0,84.0,69.0,2000.0,Unknown,AMD
69,AMD Sempron 2600+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1600.0,Unknown,AMD
70,AMD Athlon XP 1600+,CPU,2001-01-01,130.0,49.0,80.0,37.0,1400.0,Unknown,AMD
71,Intel Pentium 4 HT 517,CPU,2001-01-01,90.0,84.0,109.0,125.0,2933.0,Intel,Intel
72,AMD Athlon 64 3000+,CPU,2001-01-01,90.0,51.0,84.0,69.0,2000.0,Unknown,AMD
73,Matrox Parhelia Precision SGT,GPU,2001-01-01,150.0,81.35998107852413,174.0,80.0,200.0,UMC,Other
74,AMD Athlon XP-M 2500+,CPU,2001-01-01,130.0,45.0,101.0,63.0,1862.0,Unknown,AMD
75,AMD Athlon XP 3200+,CPU,2001-01-01,130.0,77.0,101.0,63.0,2200.0,Unknown,AMD
76,Intel Pentium 4 HT 516,CPU,2001-01-01,90.0,84.0,109.0,125.0,2933.0,Intel,Intel
77,AMD Athlon XP-M 2600+,CPU,2001-01-01,130.0,45.0,101.0,63.0,2000.0,Unknown,AMD
78,AMD Sempron 2800+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1600.0,Unknown,AMD
79,AMD Athlon 64 4000+,CPU,2001-01-01,90.0,89.0,199.0,233.0,2400.0,Unknown,AMD
80,AMD Sempron 2800+,CPU,2001-01-01,130.0,62.0,101.0,63.0,2000.0,Unknown,AMD
81,AMD Sempron 3300+,CPU,2001-01-01,130.0,62.0,101.0,63.0,2200.0,Unknown,AMD
82,AMD Athlon XP 2200+,CPU,2001-01-01,130.0,63.0,80.0,37.0,1800.0,Unknown,AMD
83,AMD Athlon 64 3400+,CPU,2001-01-01,90.0,67.0,83.0,69.0,2200.0,Unknown,AMD
84,AMD Sempron 2600+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1833.0,Unknown,AMD
85,AMD Athlon XP-M 3000+,CPU,2001-01-01,130.0,45.0,101.0,63.0,2200.0,Unknown,AMD
86,AMD Athlon XP 1700+,CPU,2001-01-01,130.0,50.0,80.0,37.0,1467.0,Unknown,AMD
87,Matrox Parhelia PCI,GPU,2001-01-01,150.0,81.35998107852413,174.0,80.0,200.0,UMC,Other
88,AMD Athlon XP 2600+,CPU,2001-01-01,130.0,68.0,101.0,63.0,1917.0,Unknown,AMD
89,Intel Pentium 4 HT 524,CPU,2001-01-01,90.0,84.0,109.0,125.0,3060.0,Intel,Intel
90,Intel Pentium 4 HT 524,CPU,2001-01-01,90.0,84.0,109.0,125.0,3060.0,Intel,Intel
91,Intel i830M Graphics,GPU,2001-01-01,150.0,81.35998107852413,109.0,125.0,166.0,Intel,Intel
92,AMD Athlon 64 3500+,CPU,2001-01-01,90.0,67.0,115.0,105.0,2200.0,Unknown,AMD
93,AMD Athlon XP-M 2000+,CPU,2001-01-01,130.0,45.0,101.0,63.0,1533.0,Unknown,AMD
94,AMD Sempron 2400+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1667.0,Unknown,AMD
95,AMD Sempron 3100+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1800.0,Unknown,AMD
96,AMD Athlon XP 1900+,CPU,2001-01-01,130.0,53.0,80.0,37.0,1600.0,Unknown,AMD
97,AMD Sempron 3000+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1800.0,Unknown,AMD
98,AMD Sempron 2500+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1750.0,Unknown,AMD
99,AMD Athlon XP 3000+,CPU,2001-01-01,130.0,68.0,101.0,63.0,2100.0,Unknown,AMD
100,Matrox Parhelia Precision SDT,GPU,2001-01-01,150.0,81.35998107852413,174.0,80.0,200.0,UMC,Other
101,Matrox Parhelia DL256,GPU,2001-01-01,150.0,81.35998107852413,174.0,80.0,200.0,UMC,Other
102,Intel Pentium 4 HT 516,CPU,2001-01-01,90.0,84.0,109.0,125.0,2933.0,Intel,Intel
103,AMD Athlon XP 3000+,CPU,2001-01-01,130.0,68.0,101.0,63.0,2167.0,Unknown,AMD
104,Intel Pentium 4 1.3,CPU,2001-01-03,180.0,52.0,217.0,42.0,1300.0,Intel,Intel
105,NVIDIA GeForce2 Go 100,GPU,2001-02-06,180.0,2.0,64.0,20.0,125.0,TSMC,NVIDIA
106,NVIDIA GeForce2 Go 200,GPU,2001-02-06,180.0,2.0,64.0,20.0,143.0,TSMC,NVIDIA
107,ATI Radeon 7000,GPU,2001-02-19,180.0,23.0,80.0,30.0,183.0,TSMC,ATI
108,ATI Radeon 7000 PCI,GPU,2001-02-19,180.0,23.0,80.0,30.0,133.0,TSMC,ATI
109,ATI Radeon VE,GPU,2001-02-19,180.0,23.0,115.0,30.0,183.0,TSMC,ATI
110,ATI Radeon VE PCI,GPU,2001-02-19,180.0,23.0,115.0,30.0,183.0,TSMC,ATI
111,NVIDIA GeForce3,GPU,2001-02-27,150.0,81.35998107852413,128.0,57.0,200.0,TSMC,NVIDIA
112,NVIDIA GeForce2 MX 400 PCI,GPU,2001-03-03,180.0,81.35998107852413,64.0,20.0,200.0,TSMC,NVIDIA
113,NVIDIA GeForce2 MX 400,GPU,2001-03-03,180.0,81.35998107852413,64.0,20.0,200.0,TSMC,NVIDIA
114,NVIDIA GeForce2 MX 200 LP,GPU,2001-03-03,180.0,81.35998107852413,64.0,20.0,175.0,TSMC,NVIDIA
115,NVIDIA GeForce2 MX 200,GPU,2001-03-03,180.0,81.35998107852413,64.0,20.0,175.0,TSMC,NVIDIA
116,NVIDIA GeForce2 MX 200 PCI,GPU,2001-03-03,180.0,81.35998107852413,64.0,20.0,175.0,TSMC,NVIDIA
117,ATI Fire GL4,GPU,2001-03-14,180.0,81.35998107852413,156.0,20.0,150.0,IBM,ATI
118,AMD Athlon 1300,CPU,2001-03-21,180.0,68.0,120.0,37.0,1300.0,Unknown,AMD
119,AMD Athlon 1333,CPU,2001-03-21,180.0,70.0,120.0,37.0,1333.0,Unknown,AMD
120,NVIDIA Quadro2 Pro,GPU,2001-03-22,150.0,81.35998107852413,88.0,25.0,200.0,TSMC,NVIDIA
121,Sony Playstation 2 GPU 180nm,GPU,2001-04-18,180.0,79.0,188.0,54.0,147.0,Sony,Other
122,Intel Pentium 4 1.7,CPU,2001-04-23,180.0,64.0,217.0,42.0,1700.0,Intel,Intel
123,ATI Radeon LE,GPU,2001-05-01,180.0,81.35998107852413,115.0,30.0,148.0,TSMC,ATI
124,NVIDIA Quadro DCC,GPU,2001-05-14,150.0,81.35998107852413,128.0,57.0,200.0,TSMC,NVIDIA
125,Intel Pentium III 1000S,CPU,2001-06-01,130.0,30.0,80.0,44.0,1000.0,Intel,Intel
126,Intel Pentium III 1133S,CPU,2001-06-01,130.0,29.0,80.0,44.0,1133.0,Intel,Intel
127,Intel Pentium III  933,CPU,2001-06-01,180.0,27.0,80.0,44.0,933.0,Intel,Intel
128,Intel Pentium III 1000,CPU,2001-06-01,180.0,29.0,80.0,44.0,1000.0,Intel,Intel
129,Intel Pentium III  866,CPU,2001-06-01,180.0,38.0,80.0,44.0,866.0,Intel,Intel
130,Intel Pentium III  800,CPU,2001-06-01,180.0,38.0,80.0,44.0,800.0,Intel,Intel
131,Intel Pentium III 1133,CPU,2001-06-01,180.0,29.0,80.0,44.0,1133.0,Intel,Intel
132,NVIDIA GeForce2 MX + nForce 420,GPU,2001-06-04,180.0,81.35998107852413,65.0,20.0,175.0,Unknown,NVIDIA
133,NVIDIA GeForce2 MX + nForce 220,GPU,2001-06-04,180.0,81.35998107852413,65.0,20.0,175.0,Unknown,NVIDIA
134,AMD Athlon 1400,CPU,2001-06-06,180.0,72.0,120.0,37.0,1400.0,Unknown,AMD
135,AMD Athlon 1400,CPU,2001-06-06,180.0,72.0,120.0,37.0,1400.0,Unknown,AMD
136,Intel Pentium III 1133,CPU,2001-07-01,130.0,29.0,80.0,44.0,1133.0,Intel,Intel
137,Intel Pentium III 1200,CPU,2001-07-01,130.0,30.0,80.0,44.0,1200.0,Intel,Intel
138,Intel Pentium III 1266S,CPU,2001-07-01,130.0,30.0,80.0,44.0,1266.0,Intel,Intel
139,Intel Pentium III 1000,CPU,2001-07-01,130.0,30.0,80.0,44.0,1000.0,Intel,Intel
140,Intel Pentium 4 1.8A,CPU,2001-07-02,180.0,67.0,217.0,42.0,1800.0,Intel,Intel
141,Intel Pentium 4 1.6,CPU,2001-07-02,180.0,61.0,217.0,42.0,1600.0,Intel,Intel
142,ATI Radeon 8500,GPU,2001-08-14,150.0,23.0,120.0,60.0,275.0,TSMC,ATI
143,ATI FireGL 8700,GPU,2001-08-14,150.0,81.35998107852413,120.0,60.0,250.0,TSMC,ATI
144,ATI Radeon 7500,GPU,2001-08-14,150.0,23.0,83.0,60.0,290.0,TSMC,ATI
145,ATI Radeon DDR VIVO,GPU,2001-08-14,180.0,81.35998107852413,115.0,30.0,183.0,TSMC,ATI
146,ATI Radeon DDR VIVO OEM,GPU,2001-08-14,180.0,81.35998107852413,115.0,30.0,166.0,TSMC,ATI
147,ATI Radeon DDR VIVO SE,GPU,2001-08-14,180.0,81.35998107852413,115.0,30.0,187.0,TSMC,ATI
148,NVIDIA Quadro2 Go,GPU,2001-08-14,180.0,81.35998107852413,64.0,20.0,143.0,TSMC,NVIDIA
149,ATI Radeon 7500 LE,GPU,2001-08-14,150.0,23.0,83.0,60.0,250.0,TSMC,ATI
150,ATI FireGL 8800,GPU,2001-08-14,150.0,81.35998107852413,120.0,60.0,300.0,TSMC,ATI
151,Intel Pentium 4 1.9,CPU,2001-08-27,180.0,69.0,217.0,42.0,1900.0,Intel,Intel
152,Intel Pentium 4 1.9,CPU,2001-08-27,180.0,69.0,217.0,42.0,1900.0,Intel,Intel
153,Intel Pentium 4 1.4,CPU,2001-08-27,180.0,55.0,217.0,42.0,1400.0,Intel,Intel
154,Intel Pentium 4 2.0,CPU,2001-08-27,180.0,72.0,217.0,42.0,2000.0,Intel,Intel
155,Intel Pentium 4 1.80,CPU,2001-08-27,180.0,67.0,217.0,42.0,1800.0,Intel,Intel
156,Intel Pentium 4 1.6,CPU,2001-08-27,180.0,61.0,217.0,42.0,1600.0,Intel,Intel
157,Intel Pentium 4 1.7,CPU,2001-08-27,180.0,64.0,217.0,42.0,1700.0,Intel,Intel
158,Intel Pentium 4 2.0,CPU,2001-08-27,180.0,72.0,217.0,42.0,2000.0,Intel,Intel
159,Intel Pentium 4 1.5,CPU,2001-08-27,180.0,58.0,217.0,42.0,1500.0,Intel,Intel
160,ATI All-In-Wonder Radeon 8500DV,GPU,2001-08-30,150.0,81.35998107852413,120.0,60.0,230.0,TSMC,ATI
161,ATI Mobility FireGL 7800,GPU,2001-09-29,150.0,27.0,68.0,60.0,280.0,TSMC,ATI
162,NVIDIA GeForce3 Ti200,GPU,2001-10-01,150.0,81.35998107852413,128.0,57.0,175.0,TSMC,NVIDIA
163,NVIDIA GeForce2 Ti,GPU,2001-10-01,150.0,81.35998107852413,88.0,25.0,250.0,TSMC,NVIDIA
164,NVIDIA GeForce3 Ti500,GPU,2001-10-01,150.0,81.35998107852413,128.0,57.0,240.0,TSMC,NVIDIA
165,AMD Athlon XP 1800+,CPU,2001-10-09,180.0,66.0,150.0,37.0,1533.0,Unknown,AMD
166,AMD Athlon XP 1700+,CPU,2001-10-09,180.0,64.0,150.0,37.0,1467.0,Unknown,AMD
167,AMD Athlon XP 1500+,CPU,2001-10-09,180.0,60.0,150.0,63.0,1333.0,Unknown,AMD
168,AMD Athlon XP 1600+,CPU,2001-10-09,180.0,63.0,150.0,37.0,1400.0,Unknown,AMD
169,AMD Athlon XP 1900+,CPU,2001-11-05,180.0,68.0,150.0,37.0,1600.0,Unknown,AMD
170,ATI All-In-Wonder Radeon 8500,GPU,2001-11-14,150.0,81.35998107852413,120.0,60.0,275.0,TSMC,ATI
171,NVIDIA Xbox GPU,GPU,2001-11-15,150.0,81.35998107852413,142.0,57.0,233.0,TSMC,NVIDIA
172,Matrox Millennium G550 PCIe,GPU,2001-11-26,180.0,81.35998107852413,142.0,10.0,125.0,UMC,Other
173,Matrox Millennium G550,GPU,2001-11-26,180.0,81.35998107852413,142.0,10.0,125.0,UMC,Other
174,Intel Pentium III 1333,CPU,2001-12-01,130.0,30.0,80.0,44.0,1333.0,Intel,Intel
175,ATI Mobility Radeon 7500,GPU,2001-12-01,150.0,27.0,68.0,60.0,280.0,TSMC,ATI
176,ATI Mobility Radeon 7500,GPU,2001-12-01,150.0,27.0,68.0,60.0,230.0,TSMC,ATI
177,ATI Mobility Radeon,GPU,2001-12-01,180.0,81.35998107852413,115.0,30.0,144.0,TSMC,ATI
178,ATI Mobility Radeon,GPU,2001-12-01,180.0,81.35998107852413,115.0,30.0,144.0,TSMC,ATI
179,Intel Pentium III 1400,CPU,2001-12-01,130.0,31.0,80.0,44.0,1400.0,Intel,Intel
180,ATI Mobility Radeon 7500C,GPU,2001-12-01,150.0,27.0,68.0,60.0,230.0,TSMC,ATI
181,ATI Mobility Radeon-P,GPU,2001-12-01,180.0,81.35998107852413,115.0,30.0,166.0,TSMC,ATI
182,Intel Extreme Graphics,GPU,2002-01-01,150.0,81.35998107852413,115.0,30.0,200.0,Intel,Intel
183,Intel i830MG Graphics,GPU,2002-01-01,150.0,81.35998107852413,115.0,30.0,100.0,Intel,Intel
184,ATI Mobility FireGL 9000,GPU,2002-01-01,150.0,81.35998107852413,81.0,36.0,250.0,UMC,ATI
185,Matrox Millenium P650,GPU,2002-01-02,150.0,81.35998107852413,81.0,80.0,190.0,UMC,Other
186,Matrox Millenium P750,GPU,2002-01-02,150.0,81.35998107852413,81.0,80.0,250.0,UMC,Other
187,AMD Athlon XP 2000+,CPU,2002-01-07,180.0,70.0,150.0,37.0,1667.0,Unknown,AMD
188,Intel Pentium 4 2.2,CPU,2002-01-07,130.0,92.0,146.0,55.0,2200.0,Intel,Intel
189,Intel Pentium 4 2.26,CPU,2002-01-07,130.0,110.0,146.0,55.0,2261.0,Intel,Intel
190,Intel Pentium 4 2.0,CPU,2002-01-07,130.0,92.0,146.0,125.0,2000.0,Intel,Intel
191,Intel Pentium III 1400S,CPU,2002-01-08,130.0,32.0,80.0,44.0,1400.0,Intel,Intel
192,ATI Radeon 8500 LE,GPU,2002-02-04,150.0,23.0,120.0,60.0,250.0,TSMC,ATI
193,NVIDIA GeForce4 MX 420,GPU,2002-02-06,150.0,81.35998107852413,65.0,29.0,250.0,TSMC,NVIDIA
194,NVIDIA GeForce4 Ti 4600,GPU,2002-02-06,150.0,81.35998107852413,142.0,63.0,300.0,TSMC,NVIDIA
195,NVIDIA GeForce4 MX 440-SE,GPU,2002-02-06,150.0,81.35998107852413,65.0,29.0,250.0,TSMC,NVIDIA
196,NVIDIA GeForce4 440 Go,GPU,2002-02-06,150.0,81.35998107852413,65.0,29.0,220.0,TSMC,NVIDIA
197,NVIDIA GeForce4 MX 440-SE,GPU,2002-02-06,150.0,81.35998107852413,65.0,29.0,250.0,TSMC,NVIDIA
198,NVIDIA GeForce4 MX 440-SE,GPU,2002-02-06,150.0,81.35998107852413,65.0,29.0,250.0,TSMC,NVIDIA
199,NVIDIA GeForce4 Ti 4200,GPU,2002-02-06,150.0,81.35998107852413,142.0,63.0,250.0,TSMC,NVIDIA
200,NVIDIA GeForce4 410 Go,GPU,2002-02-06,150.0,81.35998107852413,65.0,29.0,200.0,TSMC,NVIDIA
201,NVIDIA GeForce4 Ti 4200-8X,GPU,2002-02-06,150.0,81.35998107852413,101.0,36.0,250.0,TSMC,NVIDIA
202,NVIDIA GeForce4 Ti 4200,GPU,2002-02-06,150.0,81.35998107852413,142.0,63.0,250.0,TSMC,NVIDIA
203,NVIDIA GeForce4 MX 440,GPU,2002-02-06,150.0,81.35998107852413,65.0,29.0,275.0,TSMC,NVIDIA
204,NVIDIA GeForce4 MX 420 PCI,GPU,2002-02-06,150.0,81.35998107852413,65.0,29.0,250.0,TSMC,NVIDIA
205,NVIDIA GeForce4 MX 460,GPU,2002-02-06,150.0,81.35998107852413,65.0,29.0,300.0,TSMC,NVIDIA
206,NVIDIA GeForce4 420 Go,GPU,2002-02-06,150.0,81.35998107852413,65.0,29.0,200.0,TSMC,NVIDIA
207,NVIDIA GeForce4 Ti 4400,GPU,2002-02-06,150.0,81.35998107852413,142.0,63.0,275.0,TSMC,NVIDIA
208,NVIDIA GeForce4 Ti 4200-8X,GPU,2002-02-06,150.0,81.35998107852413,101.0,36.0,250.0,TSMC,NVIDIA
209,NVIDIA GeForce4 MX 440 Mac Edition,GPU,2002-02-06,150.0,81.35998107852413,65.0,29.0,275.0,TSMC,NVIDIA
210,NVIDIA Quadro4 900 XGL,GPU,2002-02-19,150.0,81.35998107852413,142.0,63.0,300.0,TSMC,NVIDIA
211,NVIDIA Quadro4 700 XGL,GPU,2002-02-19,150.0,81.35998107852413,142.0,63.0,275.0,TSMC,NVIDIA
212,NVIDIA Quadro4 500 XGL,GPU,2002-02-19,150.0,81.35998107852413,65.0,29.0,250.0,TSMC,NVIDIA
213,NVIDIA Quadro4 550 XGL,GPU,2002-02-19,150.0,81.35998107852413,65.0,29.0,270.0,TSMC,NVIDIA
214,NVIDIA Quadro4 750 XGL,GPU,2002-02-19,150.0,81.35998107852413,142.0,63.0,275.0,TSMC,NVIDIA
215,Intel Xeon 2.0,CPU,2002-02-25,130.0,89.0,217.0,55.0,2000.0,Intel,Intel
216,NVIDIA GeForce4 488 Go,GPU,2002-03-01,150.0,81.35998107852413,65.0,29.0,300.0,TSMC,NVIDIA
217,NVIDIA GeForce4 448 Go,GPU,2002-03-01,150.0,81.35998107852413,65.0,29.0,200.0,TSMC,NVIDIA
218,Intel Pentium 4-M 1.60,CPU,2002-03-04,130.0,30.0,131.0,55.0,1600.0,Intel,Intel
219,Intel Pentium 4-M 1.70,CPU,2002-03-04,130.0,30.0,131.0,55.0,1700.0,Intel,Intel
220,AMD Athlon XP 2100+,CPU,2002-03-13,180.0,72.0,150.0,37.0,1733.0,Unknown,AMD
221,Intel Pentium 4 2.4,CPU,2002-04-02,130.0,110.0,146.0,55.0,2400.0,Intel,Intel
222,ATI Radeon 7500 Mac Edition,GPU,2002-04-16,150.0,23.0,83.0,60.0,260.0,TSMC,ATI
223,ATI All-In-Wonder Radeon 7500 VE,GPU,2002-04-16,150.0,81.35998107852413,83.0,60.0,260.0,TSMC,ATI
224,ATI All-In-Wonder Radeon 7500,GPU,2002-04-16,150.0,81.35998107852413,83.0,60.0,260.0,TSMC,ATI
225,Intel Pentium 4-M 1.80,CPU,2002-04-23,130.0,30.0,131.0,55.0,1800.0,Intel,Intel
226,NVIDIA Quadro4 500 Go GL,GPU,2002-04-23,150.0,81.35998107852413,65.0,29.0,220.0,TSMC,NVIDIA
227,Intel Pentium 4-M 1.50,CPU,2002-04-23,130.0,26.0,131.0,55.0,1500.0,Intel,Intel
228,Intel Xeon 2.4,CPU,2002-04-23,130.0,89.0,217.0,55.0,2394.0,Intel,Intel
229,Intel Pentium 4-M 1.40,CPU,2002-04-23,130.0,21.0,131.0,55.0,1400.0,Intel,Intel
230,ATI Radeon IGP 330M,GPU,2002-05-01,180.0,81.35998107852413,73.0,30.0,183.0,Unknown,ATI
231,Intel Pentium 4 2.4,CPU,2002-05-06,130.0,92.0,146.0,55.0,2400.0,Intel,Intel
232,Intel Pentium 4 2.53,CPU,2002-05-06,130.0,110.0,146.0,55.0,2527.0,Intel,Intel
233,AMD Athlon XP 1800+,CPU,2002-06-10,130.0,51.0,80.0,37.0,1533.0,Unknown,AMD
234,AMD Athlon XP 2200+,CPU,2002-06-10,130.0,68.0,80.0,37.0,1800.0,Unknown,AMD
235,AMD Athlon XP 2000+,CPU,2002-06-10,130.0,60.0,80.0,37.0,1667.0,Unknown,AMD
